"|","|__Codigo","|__Seccion","|__Profesores__001","|__Profesores__002","|__Profesores__003","|__Profesores__004","|__Profesores__005","|__Profesores__006","|__Profesores__007","|__Profesores__008","|__Profesores__009","|__Profesores__010","|__Profesores__011","|__Profesores__012"
"1501","BT1211","5","Irene Martínez Basterrechea","","","","","","","","","","",""
"1502","BT1211","6","Alicia Lucero B.","","","","","","","","","","",""
"1503","BT1211","7","Anamaría Sánchez","","","","","","","","","","",""
"1504","BT1211","8","Vida Rodríguez","","","","","","","","","","",""
"1505","BT1211","9","Oriana Salazar A.","","","","","","","","","","",""
"1506","BT3111","1","Omar Porras E.","Ziomara P. Gerdtzen","","","","","","","","","",""
"1507","BT3210","1","Álvaro Olivera Nappa","","","","","","","","","","",""
"1508","BT3401","1","Ronco Macchiavello Ana Maria","Juan A. Asenjo","Oriana Salazar A.","","","","","","","","",""
"1509","BT4103","1","Cecilia V. Rojas B.","Oriana Salazar A.","","","","","","","","","",""
"1510","BT4201","1","Barbara Andrews F.","","","","","","","","","","",""
"1511","BT4201","2","Barbara Andrews F.","","","","","","","","","","",""
"1512","BT4551","1","Maria Elena Lienqueo C.","","","","","","","","","","",""
"1513","BT4901","1","Oriana Salazar A.","","","","","","","","","","",""
"1514","BT5301","1","Juan A. Asenjo","Barbara Andrews F.","Maria Elena Lienqueo C.","","","","","","","","",""
"1515","BT5302","1","Juan A. Asenjo","Rodríguez Vives Juan Pablo","Álvaro Olivera Nappa","","","","","","","","",""
"1516","BT5404","1","Álvaro Olivera Nappa","","","","","","","","","","",""
"1517","BT5404","2","Barbara Andrews F.","","","","","","","","","","",""
"1518","BT5404","3","J. Cristian Salgado H.","","","","","","","","","","",""
"1519","BT5404","4","Juan A. Asenjo","","","","","","","","","","",""
"1520","BT5404","5","Maria Elena Lienqueo C.","","","","","","","","","","",""
"1521","BT5404","6","Francisco Gracia C.","","","","","","","","","","",""
"1522","BT5404","7","Felipe Díaz Alvarado","","","","","","","","","","",""
"1523","BT5404","8","Melanie Colet L.","","","","","","","","","","",""
"1524","BT5404","9","Tomas Vargas V.","","","","","","","","","","",""
"1525","BT5404","10","Humberto Palza C.","","","","","","","","","","",""
"1526","BT5404","11","Raul Quijada A.","","","","","","","","","","",""
"1527","BT5404","12","Oriana Salazar A.","","","","","","","","","","",""
"1528","BT5404","13","Paulo Araya F.","","","","","","","","","","",""
"1529","BT5404","14","Ziomara P. Gerdtzen","","","","","","","","","","",""
"1530","BT5404","15","Franck Quero","","","","","","","","","","",""
"1531","BT5404","16","Isadora Berlanga M.","","","","","","","","","","",""
"1532","BT5404","17","Mónica Soler","","","","","","","","","","",""
"1533","BT5404","18","Eduardo Donoso C.","","","","","","","","","","",""
"1534","BT5404","19","Gerardo Díaz Rodenas","","","","","","","","","","",""
"1535","BT5404","20","Octavio Vasquez A.","","","","","","","","","","",""
"1536","BT5404","21","Rodrigo Espinoza G.","","","","","","","","","","",""
"1537","BT5404","22","Andreas Resenkranz","","","","","","","","","","",""
"1538","BT5404","23","Irene Martínez Basterrechea","","","","","","","","","","",""
"1539","BT5405","1","Álvaro Olivera Nappa","","","","","","","","","","",""
"1540","BT5405","2","Barbara Andrews F.","","","","","","","","","","",""
"1541","BT5405","3","J. Cristian Salgado H.","","","","","","","","","","",""
"1542","BT5405","4","Juan A. Asenjo","","","","","","","","","","",""
"1543","BT5405","5","Maria Elena Lienqueo C.","","","","","","","","","","",""
"1544","BT5405","6","Francisco Gracia C.","","","","","","","","","","",""
"1545","BT5405","7","Felipe Díaz Alvarado","","","","","","","","","","",""
"1546","BT5405","8","Melanie Colet L.","","","","","","","","","","",""
"1547","BT5405","9","Tomas Vargas V.","","","","","","","","","","",""
"1548","BT5405","10","Humberto Palza C.","","","","","","","","","","",""
"1549","BT5405","11","Raul Quijada A.","","","","","","","","","","",""
"1550","BT5405","12","Oriana Salazar A.","","","","","","","","","","",""
"1551","BT5405","13","Paulo Araya F.","","","","","","","","","","",""
"1552","BT5405","14","Ziomara P. Gerdtzen","","","","","","","","","","",""
"1553","BT5405","15","Franck Quero","","","","","","","","","","",""
"1554","BT5405","16","Isadora Berlanga M.","","","","","","","","","","",""
"1555","BT5405","17","Mónica Soler","","","","","","","","","","",""
"1556","BT5405","18","Eduardo Donoso C.","","","","","","","","","","",""
"1557","BT5405","19","Gerardo Díaz Rodenas","","","","","","","","","","",""
"1558","BT5405","20","Octavio Vasquez A.","","","","","","","","","","",""
"1559","BT5405","21","Rodrigo Espinoza G.","","","","","","","","","","",""
"1560","BT5405","22","Andreas Resenkranz","","","","","","","","","","",""
"1561","BT5405","23","Irene Martínez Basterrechea","","","","","","","","","","",""
"1562","BT5461","1","Matías Tapia Von Schultzendorff","","","","","","","","","","",""
"1563","BT5801","1","Juan A. Asenjo","Oriana Salazar A.","Barbara Andrews F.","","","","","","","","",""
"1564","BT5901","1","Oriana Salazar A.","","","","","","","","","","",""
"1565","BT6601","1","María Guerra H.","Maria Elena Lienqueo C.","Eduardo Rodríguez Y.","Sebastián Guerrero C.","","","","","","","",""
"1566","BT6901","1","Oriana Salazar A.","","","","","","","","","","",""
"1567","BT6908","1","Humberto Palza C.","Álvaro Olivera Nappa","Irene Martínez Basterrechea","","","","","","","","",""
"1568","BT6909","1","Humberto Palza C.","Álvaro Olivera Nappa","Irene Martínez Basterrechea","","","","","","","","",""
"1569","BT6910","1","Humberto Palza C.","Álvaro Olivera Nappa","Irene Martínez Basterrechea","","","","","","","","",""
"1570","BT7412","1","Irene Martínez Basterrechea","","","","","","","","","","",""
"1571","BT7434","1","Juan A. Asenjo","Barbara Andrews F.","Maria Elena Lienqueo C.","","","","","","","","",""
"1572","BT7435","1","Juan A. Asenjo","Rodríguez Vives Juan Pablo","Álvaro Olivera Nappa","","","","","","","","",""
"1573","BT7481","1","Oriana Salazar A.","Barbara Andrews F.","Maria Elena Lienqueo C.","","","","","","","","",""
"1574","IQ2211","1","Rodrigo Espinoza G.","","","","","","","","","","",""
"1575","IQ2211","2","Ricardo Muñoz V.","","","","","","","","","","",""
"1576","IQ2211","3","Franck Quero","","","","","","","","","","",""
"1577","IQ2211","4","María Paz Oyarzún","","","","","","","","","","",""
"1578","IQ2211","5","Melanie Colet L.","","","","","","","","","","",""
"1579","IQ2211","6","Mónica Soler","","","","","","","","","","",""
"1580","IQ2211","7","Isadora Berlanga M.","","","","","","","","","","",""
"1581","IQ2211","8","Nicole Parra","","","","","","","","","","",""
"1582","IQ2212","1","Andreas Resenkranz","","","","","","","","","","",""
"1583","IQ2212","2","Gerardo Díaz Rodenas","","","","","","","","","","",""
"1584","IQ2212","3","Octavio Vasquez A.","","","","","","","","","","",""
"1585","IQ3211","1","Francisco Gracia C.","","","","","","","","","","",""
"1586","IQ3213","1","Raul Quijada A.","Teresa Velilla G.","","","","","","","","","",""
"1587","IQ3214","1","Melanie Colet L.","Mónica Soler","","","","","","","","","",""
"1588","IQ3311","1","Irene Martínez Basterrechea","","","","","","","","","","",""
"1589","IQ3451","1","Mariana Bruning González","","","","","","","","","","",""
"1590","IQ4101","1","J. Cristian Salgado H.","","","","","","","","","","",""
"1591","IQ4302","1","Francisco Gracia C.","","","","","","","","","","",""
"1592","IQ4304","1","Humberto Palza C.","","","","","","","","","","",""
"1593","IQ4421","1","Raul Quijada A.","Humberto Palza C.","","","","","","","","","",""
"1594","IQ4901","1","Rodrigo Espinoza G.","","","","","","","","","","",""
"1595","IQ5306","1","Felipe Díaz Alvarado","","","","","","","","","","",""
"1596","IQ5404","1","Barbara Andrews F.","","","","","","","","","","",""
"1597","IQ5404","2","Barbara Andrews F.","","","","","","","","","","",""
"1598","IQ5404","3","J. Cristian Salgado H.","","","","","","","","","","",""
"1599","IQ5404","4","Juan A. Asenjo","","","","","","","","","","",""
"1600","IQ5404","5","Maria Elena Lienqueo C.","","","","","","","","","","",""
"1601","IQ5404","6","Francisco Gracia C.","","","","","","","","","","",""
"1602","IQ5404","7","Felipe Díaz Alvarado","","","","","","","","","","",""
"1603","IQ5404","8","Melanie Colet L.","","","","","","","","","","",""
"1604","IQ5404","9","Tomas Vargas V.","","","","","","","","","","",""
"1605","IQ5404","10","Humberto Palza C.","","","","","","","","","","",""
"1606","IQ5404","11","Raul Quijada A.","","","","","","","","","","",""
"1607","IQ5404","12","Oriana Salazar A.","","","","","","","","","","",""
"1608","IQ5404","13","Paulo Araya F.","","","","","","","","","","",""
"1609","IQ5404","14","Ziomara P. Gerdtzen","","","","","","","","","","",""
"1610","IQ5404","15","Franck Quero","","","","","","","","","","",""
"1611","IQ5404","16","Isadora Berlanga M.","","","","","","","","","","",""
"1612","IQ5404","17","Mónica Soler","","","","","","","","","","",""
"1613","IQ5404","18","Eduardo Donoso C.","","","","","","","","","","",""
"1614","IQ5404","19","Gerardo Díaz Rodenas","","","","","","","","","","",""
"1615","IQ5404","20","Octavio Vasquez A.","","","","","","","","","","",""
"1616","IQ5404","21","Rodrigo Espinoza G.","","","","","","","","","","",""
"1617","IQ5404","22","Andreas Resenkranz","","","","","","","","","","",""
"1618","IQ5404","23","Irene Martínez Basterrechea","","","","","","","","","","",""
"1619","IQ5405","1","Álvaro Olivera Nappa","","","","","","","","","","",""
"1620","IQ5405","2","Barbara Andrews F.","","","","","","","","","","",""
"1621","IQ5405","3","J. Cristian Salgado H.","","","","","","","","","","",""
"1622","IQ5405","4","Juan A. Asenjo","","","","","","","","","","",""
"1623","IQ5405","5","Maria Elena Lienqueo C.","","","","","","","","","","",""
"1624","IQ5405","6","Francisco Gracia C.","","","","","","","","","","",""
"1625","IQ5405","7","Felipe Díaz Alvarado","","","","","","","","","","",""
"1626","IQ5405","8","Melanie Colet L.","","","","","","","","","","",""
"1627","IQ5405","9","Tomas Vargas V.","","","","","","","","","","",""
"1628","IQ5405","10","Humberto Palza C.","","","","","","","","","","",""
"1629","IQ5405","11","Raul Quijada A.","","","","","","","","","","",""
"1630","IQ5405","12","Oriana Salazar A.","","","","","","","","","","",""
"1631","IQ5405","13","Paulo Araya F.","","","","","","","","","","",""
"1632","IQ5405","14","Ziomara P. Gerdtzen","","","","","","","","","","",""
"1633","IQ5405","15","Franck Quero","","","","","","","","","","",""
"1634","IQ5405","16","Isadora Berlanga M.","","","","","","","","","","",""
"1635","IQ5405","17","Mónica Soler","","","","","","","","","","",""
"1636","IQ5405","18","Eduardo Donoso C.","","","","","","","","","","",""
"1637","IQ5405","19","Gerardo Díaz Rodenas","","","","","","","","","","",""
"1638","IQ5405","20","Octavio Vasquez A.","","","","","","","","","","",""
"1639","IQ5405","21","Rodrigo Espinoza G.","","","","","","","","","","",""
"1640","IQ5405","22","Andreas Resenkranz","","","","","","","","","","",""
"1641","IQ5405","23","Irene Martínez Basterrechea","","","","","","","","","","",""
"1642","IQ5411","1","Guillermo Valenzuela V.","Fernando Arenas Araya","","","","","","","","","",""
"1643","IQ5422","1","Humberto Palza C.","","","","","","","","","","",""
"1644","IQ5431","1","Blanca Escobar M.","Tomas Vargas V.","","","","","","","","","",""
"1645","IQ5441","1","Albert Leandro Herrera Zeppelin","","","","","","","","","","",""
"1646","IQ5455","1","Fernanda Salinas Urzúa","","","","","","","","","","",""
"1647","IQ5531","1","Felipe Díaz Alvarado","","","","","","","","","","",""
"1648","IQ5802","1","Jorge Castillo G.","","","","","","","","","","",""
"1649","IQ5901","1","Rodrigo Espinoza G.","","","","","","","","","","",""
"1650","IQ6462","1","Andrea Rodríguez Silva","","","","","","","","","","",""
"1651","IQ6702","1","Álvaro Olivera Nappa","Claudia Castillo O.","Scarlet Taiba","","","","","","","","",""
"1652","IQ6901","1","Rodrigo Espinoza G.","","","","","","","","","","",""
"1653","IQ6908","1","Humberto Palza C.","Álvaro Olivera Nappa","Irene Martínez Basterrechea","","","","","","","","",""
"1654","IQ6909","1","Humberto Palza C.","Álvaro Olivera Nappa","Irene Martínez Basterrechea","","","","","","","","",""
"1655","IQ6910","1","Humberto Palza C.","Álvaro Olivera Nappa","Irene Martínez Basterrechea","","","","","","","","",""
"1656","IQ7001","1","Juan A. Asenjo","Francisco Gracia C.","","","","","","","","","",""
"1657","IQ7002","1","Juan A. Asenjo","Francisco Gracia C.","","","","","","","","","",""
"1658","IQ7401","1","Juan A. Asenjo","","","","","","","","","","",""
"1659","IQ7401","2","Felipe Díaz Alvarado","","","","","","","","","","",""
"1660","IQ7401","3","Francisco Gracia C.","","","","","","","","","","",""
"1661","IQ7401","4","Melanie Colet L.","","","","","","","","","","",""
"1662","IQ7401","5","J. Cristian Salgado H.","","","","","","","","","","",""
"1663","IQ7401","6","Ziomara P. Gerdtzen","","","","","","","","","","",""
"1664","IQ7401","7","Humberto Palza C.","","","","","","","","","","",""
"1665","IQ7401","8","Álvaro Olivera Nappa","","","","","","","","","","",""
"1666","IQ7401","9","Tomas Vargas V.","","","","","","","","","","",""
"1667","IQ7401","10","Raul Quijada A.","","","","","","","","","","",""
"1668","IQ7401","11","Oriana Salazar A.","","","","","","","","","","",""
"1669","IQ7401","12","Irene Martínez Basterrechea","","","","","","","","","","",""
"1670","IQ7401","13","Maria Elena Lienqueo C.","","","","","","","","","","",""
"1671","IQ7402","1","Juan A. Asenjo","","","","","","","","","","",""
"1672","IQ7402","2","Felipe Díaz Alvarado","","","","","","","","","","",""
"1673","IQ7402","3","Francisco Gracia C.","","","","","","","","","","",""
"1674","IQ7402","4","Melanie Colet L.","","","","","","","","","","",""
"1675","IQ7402","5","J. Cristian Salgado H.","","","","","","","","","","",""
"1676","IQ7402","6","Ziomara P. Gerdtzen","","","","","","","","","","",""
"1677","IQ7402","7","Humberto Palza C.","","","","","","","","","","",""
"1678","IQ7402","8","Álvaro Olivera Nappa","","","","","","","","","","",""
"1679","IQ7402","9","Tomas Vargas V.","","","","","","","","","","",""
"1680","IQ7402","10","Raul Quijada A.","","","","","","","","","","",""
"1681","IQ7402","11","Oriana Salazar A.","","","","","","","","","","",""
"1682","IQ7402","12","Irene Martínez Basterrechea","","","","","","","","","","",""
"1683","IQ7402","13","Maria Elena Lienqueo C.","","","","","","","","","","",""
"1684","IQ7403","1","Juan A. Asenjo","","","","","","","","","","",""
"1685","IQ7403","2","Felipe Díaz Alvarado","","","","","","","","","","",""
"1686","IQ7403","3","Francisco Gracia C.","","","","","","","","","","",""
"1687","IQ7403","4","Melanie Colet L.","","","","","","","","","","",""
"1688","IQ7403","5","J. Cristian Salgado H.","","","","","","","","","","",""
"1689","IQ7403","6","Ziomara P. Gerdtzen","","","","","","","","","","",""
"1690","IQ7403","7","Humberto Palza C.","","","","","","","","","","",""
"1691","IQ7403","8","Álvaro Olivera Nappa","","","","","","","","","","",""
"1692","IQ7403","9","Tomas Vargas V.","","","","","","","","","","",""
"1693","IQ7403","10","Raul Quijada A.","","","","","","","","","","",""
"1694","IQ7403","11","Oriana Salazar A.","","","","","","","","","","",""
"1695","IQ7403","12","Irene Martínez Basterrechea","","","","","","","","","","",""
"1696","IQ7412","1","J. Cristian Salgado H.","","","","","","","","","","",""
"1697","IQ7422","1","Albert Leandro Herrera Zeppelin","","","","","","","","","","",""
"1698","IQ7423","1","Tomas Vargas V.","","","","","","","","","","",""
"1699","IQ7436","1","Humberto Palza C.","","","","","","","","","","",""
"1700","IQ7481","1","Juan A. Asenjo","Oriana Salazar A.","Barbara Andrews F.","","","","","","","","",""
"1701","IQ8003","1","Juan A. Asenjo","Francisco Gracia C.","","","","","","","","","",""
"1702","IQ8004","1","Juan A. Asenjo","Francisco Gracia C.","","","","","","","","","",""
"1703","IQ8005","1","Juan A. Asenjo","Francisco Gracia C.","","","","","","","","","",""
"1704","IQ8006","1","Juan A. Asenjo","Francisco Gracia C.","","","","","","","","","",""
